address,lat,lon
4149 LA SALLE AVE,34.016622,-118.394698
10716 NORTHGATE ST,34.00057,-118.388116
6525 GREEN VALLEY CIR,33.979298,-118.385952
4104 HURON AVE,34.009678,-118.408938
3530 SCHAEFER ST,34.02623,-118.382082
11309 SUMMERTIME LN,34.005286,-118.392097
4041 WADE ST,33.996224,-118.434279
5215 SEPULVEDA BLVD,33.998878,-118.399911
4145 LAFAYETTE PL,34.019865,-118.392503
4925 INDIAN WOOD RD,34.005992,-118.390022
3590 SCHAEFER ST,34.025098,-118.382582
4269 REVERE PL,34.013381,-118.39255
4265 REVERE PL,34.013453,-118.39269
12022-12024 WASHINGTON BLVD,33.997321,-118.422737
3534 SCHAEFER ST,34.02613,-118.382263
4075 LA SALLE AVE,34.017504,-118.396409
3583 WESLEY ST,34.025079,-118.385139
6365 GREEN VALLEY CIR,33.980515,-118.386485
4068 LAFAYETTE PL,34.021229,-118.394013
5215 SEPULVEDA BLVD,33.998878,-118.399911
5380 BLANCO WAY,33.995293,-118.398627
13203 WASHINGTON BLVD,33.993716,-118.441719
5304 KINSTON AVE,34.002313,-118.394078
3937 WALGROVE AVE,33.99357,-118.444009
6275 CANTERBURY DR,33.982025,-118.385228
3842 PROSPECT AVE,34.014449,-118.411899
3988 CENTINELA AVE,33.999962,-118.430399
10494 CULVER BLVD,34.015088,-118.401034
3980 CENTINELA AVE,34.000096,-118.430476
3348 FAY AVE,34.029734,-118.379426
5651 SUMNER WAY,33.984788,-118.383225
10742 GALVIN ST,34.000278,-118.388435
4154 INCE BLVD,34.021846,-118.388064
5951 CANTERBURY DR,33.985957,-118.381974
10762 GALVIN ST,34.000079,-118.389369
10740 GALVIN ST,34.000337,-118.388585
4204 LA SALLE AVE,34.016339,-118.392928
4904 MAYTIME LN,34.003415,-118.391566
5588 KINSTON AVE,33.99967,-118.392055
5116 RAINTREE CIR,34.009101,-118.390401
3872 TILDEN AVE,34.012731,-118.413389
3544 SCHAEFER ST.,34.0259,-118.382407
4120 TILDEN AVE,34.008701,-118.409209
4351 LE BOURGET AVE,34.010795,-118.395814
11368 WASHINGTON PL,34.006188,-118.417726
5582 KINSTON AVE,33.999666,-118.392368
5127 FAIRBANKS WAY,34.004408,-118.396349
4304 ELENDA ST,34.009162,-118.403826
5314 5320 KINSTON AVE,34.001977,-118.394126
11505 CULVER PARK DR,33.990506,-118.398844
4319 JASMINE AVE,34.013394,-118.394847
4109 SUMMERTIME LN,34.004415,-118.390261
6225 CANTERBURY DR,33.982275,-118.384733
3625 SCHAEFER ST,34.023821,-118.38361
4345 NEOSHO AVE,33.991072,-118.430481
8613 HIGUERA ST,34.022906,-118.383999
3805 HURON AVE,34.014516,-118.413852
3826 HURON AVE,34.014228,-118.413178
5211 RAINTREE CIR,34.008754,-118.390638
3956 TILDEN AVE,34.011308,-118.412075
10950 VENICE BLVD,34.014796,-118.413216
10956 ALETTA AVE,34.009085,-118.407406
3901 BENTLEY AVE,34.011612,-118.41446
3858 GIRARD AVE,34.015191,-118.409559
11234 HANNUM AVE,33.99409,-118.394076
4025 GRAND VIEW BLVD,34.000027,-118.427638
9051 KRUEGER ST,34.023779,-118.390129
3932 SAWTELLE BLVD,34.008931,-118.417384
3591 WESLEY ST,34.024868,-118.385312
6545 GREEN VALLEY CIR,33.979804,-118.38649
4310 MILDRED AVE,33.99145,-118.431158
4306 MILDRED AVE,33.991573,-118.431175
4818 HOLLOW CORNER RD,34.007254,-118.390475
4806 HOLLOW CORNER RD,34.007574,-118.391271
4921 INDIAN WOOD RD,34.005972,-118.390629
4838 HOLLOW CORNER RD,34.006954,-118.389522
4430 OVERLAND AVE,34.010155,-118.398434
3134 ROBERTS AVE,34.030296,-118.377701
3869 TILDEN AVE,34.012585,-118.413656
4239 SAWTELLE BLVD,34.003257,-118.413671
12321 WASHINGTON BLVD,33.997265,-118.427396
4061 WADE ST,33.995906,-118.434236
12325 WASHINGTON BLVD,33.997254,-118.42757
4281 REVERE PL,34.013229,-118.392255
4065 LAFAYETTE PL,34.020873,-118.394065
11307 WASHINGTON PL,34.007272,-118.416884
4245 SAWTELLE BLVD,34.003142,-118.413553
4111 WADE ST,33.995101,-118.434126
11020 VENICE BLVD,34.014071,-118.414462
4121 WADE ST,33.994942,-118.434112
10042 CULVER BLVD,34.019787,-118.397252
3866 COLLEGE AVE,34.014413,-118.410485
6151 CANTERBURY DR,33.983256,-118.383459
5900 CANTERBURY DR,33.986418,-118.380761
3801 COLLEGE AVE,34.015459,-118.412167
3816 PROSPECT AVE,34.015015,-118.412366
3126 ROBERTS AVE,34.030492,-118.377833
4171 LINCOLN AVE,34.017921,-118.392955
9055 KRUEGER ST,34.023682,-118.390217
3427 MCMANUS AVE,34.028715,-118.378625
3918 HURON AVE,34.012585,-118.411865
7310 SUMMERTIME LN,34.005331,-118.391084
4162 COMMONWEALTH AVE,34.00677,-118.41065
10204 BRADDOCK DR,34.016415,-118.39663
4038 HURON AVE,34.010779,-118.409641
4360 MENTONE AVE,34.01054,-118.395989
4244 LAFAYETTE PL,34.018919,-118.389493
5815 DOVERWOOD DR,33.982498,-118.388449
4048 LINCOLN AVE,34.01991,-118.395591
5625 SUMNER WAY,33.984588,-118.382683
4371 OVERLAND AVE,34.010432,-118.399535
11023 OCEAN DR,34.002892,-118.399137
4046 LINCOLN AVE,34.019813,-118.395647
4125 CENTER ST,34.007787,-118.411617
3842 BLEDSOE AVE,34.009513,-118.420425
3425 HELMS AVE,34.027655,-118.383247
4239 JASMINE AVE,34.015119,-118.396491
5314 RAINTREE CIR,34.008738,-118.390014
5625 SUMNER WAY,33.984588,-118.382683
4037 HARTER AVE,34.008662,-118.411092
10818 WAGNER ST,34.010676,-118.403555
4183 CENTER ST,34.006628,-118.40977
3423 CAROLINE AVE,34.027836,-118.382363
6199 CANTERBURY DR,33.982843,-118.384208
4521 EMERALD WAY,34.008379,-118.398457
4244 DUQUESNE AVE,34.018159,-118.390082
6000 CANTERBURY DR,33.984158,-118.381973
4211 BALDWIN AVE,34.01504,-118.3937
9069 CARSON ST,34.02211,-118.388467
11466 WASHINGTON PL,34.005268,-118.41928
11018 ALETTA AVE,34.008418,-118.408032
3410 SHERBOURNE DR,34.028581,-118.381002
6050 CANTERBURY DR,33.983464,-118.382355
4820 HOLLOW CORNER RD,34.007044,-118.390621
3330 CAROLINE AVE,34.029269,-118.382266
3409 CAROLINE AVE,34.0282,-118.382508
3419 CAROLINE AVE,34.027986,-118.382298
7216 RAINTREE CIR,34.00807,-118.390486
3305 RAINTREE CIR,34.00919,-118.389996
5625 GREEN VALLEY CIR,33.98221,-118.386103
4050 BLEDSOE AVE,34.005108,-118.417041
5564 KINSTON AVE,33.9999,-118.392247
3927 HURON AVE,34.012324,-118.412046
6385 GREEN VALLEY CIR,33.980523,-118.38676
8910 KRUEGER ST,34.025631,-118.387368
11520 WASHINGTON PL,34.004751,-118.420139
13209 SUMMERTIME LN,34.004214,-118.390553
11516 WASHINGTON PL,34.004838,-118.419994
10841 FAIRBANKS WAY,34.003466,-118.39611
4164 MADISON AVE,34.017566,-118.393405
3914 HURON AVE,34.012733,-118.411955
4181 LA SALLE AVE,34.016188,-118.393856
4640 MAYTIME LN,34.004221,-118.391962
4249 MCLAUGHLIN AVE,34.000374,-118.418367
5451 KINSTON AVE,34.000592,-118.393736
4069 JACKSON AVE,34.017052,-118.397163
5950 CANTERBURY DR,33.985002,-118.381573
4038 MOORE ST,33.994851,-118.43695
4057 HURON AVE,34.010072,-118.409712
5201 RAINTREE CIR,34.008851,-118.390673
3832-34 HURON AVENUE,34.014114,-118.413087
5114 RAINTREE CIR,34.008891,-118.390578
3460 FAY AVE,34.027672,-118.378642
4132 MADISON AVE,34.018112,-118.394172
4105 DUQUESNE AVE,34.019648,-118.394193
10887 FLAXTON ST,33.999227,-118.392004
3930 HURON AVE,34.012317,-118.411463
4006 BOISE AVE,33.998073,-118.432494
6665 GREEN VALLEY CIR,33.978994,-118.386733
3826 PROSPECT AVE,34.014783,-118.412186
5625 WINDSOR WAY,33.985694,-118.382236
5651 SUMNER WAY,33.984788,-118.383225
6250 BUCKINGHAM PKWY,33.982556,-118.385453
6050 CANTERBURY DR,33.983464,-118.382355
5115 SHOWBOAT LN,34.006798,-118.388821
4117 CHARLES AVE,34.010533,-118.408354
11257 BRADDOCK DR,34.001654,-118.408052
5105 BOUNTY LN,34.008822,-118.388076
3431 CATTARAUGUS AVE,34.027996,-118.380359
12362 HERBERT ST,33.99757,-118.428205
6125 CANTERBURY DR,33.983437,-118.382925
3801 TILDEN AVE,34.013989,-118.41477
10860 VENICE BLVD,34.016497,-118.410202
3543/3545 HELMS AVE,33.998214,-118.394059
11251 BRADDOCK DR,34.00177,-118.407964
4144 MADISON AVE,34.017967,-118.393891
3437 CATTARAUGUS AVE,34.027889,-118.380229
4141 LA SALLE AVE,34.016842,-118.394913
4132 MENTONE AVE,34.014612,-118.400289
6050 CANTERBURY DR,33.983464,-118.382355
4044 MADISON AVE,34.019226,-118.396332
6219 GREEN VALLEY CIR,33.98122,-118.385681
4037 MCLAUGHLIN AVE,34.003379,-118.420634
10840 FAIRBANKS WAY,34.003298,-118.395622
4064 CHARLES AVE,34.011459,-118.408518
4705 MAYTIME LN,34.004307,-118.392955
6913 HANNUM AVE,33.991505,-118.392627
3843 MIDWAY AVE,34.016263,-118.408152
3603 SCHAEFER ST,34.02441,-118.38339
4331 DUQUESNE AVE,34.017398,-118.389588
3919 REDWOOD AVE,33.994562,-118.443375
5527 KINSTON AVE,33.999889,-118.393213
5001 STONEY CREEK RD,34.005577,-118.389442
5870 GREEN VALLEY CIR,33.983017,-118.389825
4182 INGLEWOOD BLVD,33.998415,-118.422408
4905 INDIAN WOOD RD,34.007147,-118.391284
5539 KINSTON AVE,33.999782,-118.393126
3607 SCHAEFER ST,34.02432,-118.383476
3335 CAROLINE AVE,34.028927,-118.382689
11310 WASHINGTON PL,34.00684,-118.416621
5113 OVERLAND AVE,34.005539,-118.395149
1214 RAINTREE CIR,34.009384,-118.38909
11260 OVERLAND AVE,33.994095,-118.389058
4111 SUMMERTIME LN,34.00459,-118.390185
3414 CATTARAUGUS AVE,34.028727,-118.380049
4172 DUQUESNE AVE,34.019087,-118.391926
11148 CULVER BLVD,34.005693,-118.408676
10761 JEFFERSON BLVD,34.002645,-118.394589
4033 WADE ST,33.996351,-118.434296
3900 LAMARR AVE,34.014795,-118.405114
3316 HELMS AVE,34.029372,-118.383406
3204 RAINTREE CIR,34.00945,-118.390074
3873 BENTLEY AVE,34.011865,-118.414759
4191 LINCOLN AVE,34.017632,-118.392394
10743 FLAXTON ST,33.999801,-118.388988
3315 CAROLINE AVE,34.029518,-118.382835
7220 RAINTREE CIR,34.008256,-118.39098
3842 COLLEGE AVE,34.015003,-118.410886
4026 TILDEN AVE,34.010044,-118.410381
3816 WATSEKA AVE,34.024092,-118.396269
6001 CANTERBURY DR,33.984977,-118.382361
4931 INDIAN WOOD RD,34.005507,-118.389726
4033 HURON AVE,34.010596,-118.410275
2106 SUMMERTIME LN,34.005538,-118.390992
1104 RAINTREE CIR,34.009551,-118.38959
5674 WINDSOR WAY,33.985306,-118.38305
3350 FAY AVE,34.029392,-118.379402
4276 JASMINE AVE,34.014489,-118.395363
5909 CULVIEW ST,33.995919,-118.386776
3345 HELMS AVE,34.028417,-118.383588
9031 HUBBARD ST,34.023523,-118.388765
11832 ATLANTIC AVE,33.998965,-118.419573
3909 SAWTELLE BLVD,34.009239,-118.418239
9215 SUMMERTIME LN,34.005861,-118.391988
3417 HELMS AVE,34.027812,-118.383309
10901 CULVER BLVD,34.010034,-118.406094
3863 PROSPECT AVE,34.013824,-118.411823
3424 CAROLINE AVE,34.027916,-118.381881
4245 DUQUESNE AVE,34.017665,-118.39039
10026 FARRAGUT DR,34.015568,-118.393502
4262 LINCOLN AVE,34.017144,-118.390162
4105 SUMMERTIME LN,34.004333,-118.390147
4000 MADISON AVE,34.019719,-118.397461
5428 KINSTON AVE,34.001175,-118.393212
5623 CANTERBURY DR,33.988445,-118.379748
10700 RANCH RD,33.997823,-118.387069
3318 HELMS AVE,34.029186,-118.383578
11010 ALETTA AVE,34.008614,-118.40793
3830 GIRARD AVE,34.015826,-118.410061
11202 PATOM DR,33.994838,-118.398073
6001 CANTERBURY DR,33.984977,-118.382361
6150 BUCKINGHAM PKWY,33.983479,-118.384127
11175 CULVER BLVD,34.005552,-118.409884
4396 KEYSTONE AVE,34.009254,-118.395496
4103 RAINTREE CIR,34.008864,-118.389542
4044 MOORE ST,33.994774,-118.436872
4217 MILDRED AVE,33.993651,-118.432106
5351 EMPORIA AVE,33.989563,-118.404023
4119 DUQUESNE AVE,34.019415,-118.393785
4171 DUQUESNE AVE,34.018711,-118.392363
3830 PERHAM DR,34.017551,-118.377368
4047 IRVING PL,34.021925,-118.393962
10789 NORTHGATE ST,34.00135,-118.390473
10790 OCEAN DR,34.00529,-118.398214
10940 WESTWOOD BLVD,34.003571,-118.396415
4830 HOLLOW CORNER RD,34.007084,-118.389741
4047 ALBRIGHT AVE,34.005402,-118.416809
4318 OVERLAND AVE,34.011406,-118.399618
4313 MCCONNELL BLVD,33.991149,-118.431731
4013 BOISE AVE,33.997818,-118.432335
5870 GREEN VALLEY CIR,33.983017,-118.389825
4215 JACKSON AVE,34.014086,-118.394484
6199 CANTERBURY DR,33.982843,-118.384208
3833 SAWTELLE BLVD,34.010458,-118.419169
4931 INDIAN WOOD RD,34.005507,-118.389726
3927 SAWTELLE BLVD,34.008836,-118.417933
4154/56 JASMINE AVE,33.998214,-118.394059
4062 VAN BUREN PL,34.021896,-118.390081
5269 PURDUE AVE,33.993145,-118.401137
6250 BUCKINGHAM PKWY,33.982556,-118.385453
4075 VAN BUREN PL,34.02102,-118.390369
4004 VAN BUREN PL,34.022614,-118.39192
4180 LINCOLN AVE,34.018232,-118.392336
4012 VAN BUREN PL,34.022689,-118.391634
5006 MAYTIME LN,34.003189,-118.391187
11260 OVERLAND AVE,33.994095,-118.389058
5441 BERRYMAN AVE,33.992667,-118.397757
11260 OVERLAND AVE,33.994095,-118.389058
10205 SUMMERTIME LN,34.005512,-118.392498
12239 WASHINGTON BLVD.,33.997453,-118.426793
6405 GREEN VALLEY CIR,33.980434,-118.385515
5900 CANTERBURY DR,33.986418,-118.380761
5185 KAREN CIR,34.000504,-118.39958
1109 RAINTREE CIR,34.009542,-118.389684
5219 RAINTREE CIR,34.008682,-118.390655
11006 RHODA WAY,34.002926,-118.397661
6220 BRISTOL PKWY,33.982544,-118.390714
11321 WASHINGTON BLVD,34.003736,-118.415194
"4043 45, 47 VAN BUREN PL",33.998214,-118.394059
8643 HIGUERA ST,34.023015,-118.384967
3845 WESTWOOD BLVD,34.015882,-118.408847
10979 87 CULVER BLVD,34.009007,-118.407002
4122 VAN BUREN PL,34.02083,-118.388745
5324 30 KINSTON AVE,34.002006,-118.393839
4828 HOLLOW CORNER RD,34.00678,-118.390294
10993 99 CULVER BLVD,34.008842,-118.407136
10959 73 CULVER BLVD,34.00919,-118.406845
11325 WASHINGTON PL,34.003644,-118.415225
8909 HUBBARD ST,34.025526,-118.386966
6001 CANTERBURY DR,33.984977,-118.382361
5458 KINSTON AVE,34.000819,-118.392947
11266 VENICE BLVD,34.011484,-118.41891
11106 SUMMERTIME LN,34.00522,-118.392223
5600 KENSINGTON WAY,33.982937,-118.384862
3816 HURON AVE,34.014547,-118.413217
3947 PROSPECT AVE,34.012224,-118.41101
3951 PROSPECT AVE,34.012197,-118.41078
12204 WASHINGTON PL,34.000281,-118.428089
5213 DOBSON WAY,33.999523,-118.399396
4274 BALDWIN AVE,34.014556,-118.391538
10855 JEFFERSON BLVD,34.000715,-118.395548
3930 TILDEN AVE,34.011816,-118.412654
1220 RAINTREE CIR,34.009359,-118.389165
5113 PICKFORD WAY,34.005173,-118.395978
3826 COLLEGE AVE,34.015342,-118.411162
4184 DUQUESNE AVE,34.019031,-118.391618
8927 CARSON ST,34.024877,-118.3864
5900 CANTERBURY DR,33.986418,-118.380761
10886 VENICE BLVD,34.016038,-118.411173
10796 NORTHGATE ST,34.000874,-118.390607
10785 NORTHGATE ST,34.001321,-118.390209
4251 MADISON AVE,34.015992,-118.391431
3406 FAY AVE,34.029171,-118.379346
4149 LE BOURGET AVE,34.01466,-118.399847
5399 ETHELDO AVE,33.988724,-118.403996
4931 INDIAN WOOD RD,34.005507,-118.389726
5740 CANTERBURY DR,33.987796,-118.380579
5625 SUMNER WAY,33.984588,-118.382683
3846 PROSPECT AVE,34.014329,-118.4118
3328 MCMANUS AVE,34.030184,-118.378594
4170 DUQUESNE AVE,34.01905,-118.392139
4153 LE BOURGET AVE,34.014552,-118.399744
8930 HUBBARD ST,34.024884,-118.386894
4018 TILDEN AVE,34.010363,-118.410555
4401 KEYSTONE AVE,34.008803,-118.395692
4110 MCLAUGHLIN AVE,34.002378,-118.419306
11219 ORVILLE ST,33.994693,-118.401087
4228 INCE BLVD,34.021153,-118.386767
4174 LAFAYETTE PL,34.019907,-118.39128
8007 HANNUM AVE,33.989407,-118.391658
10867 OREGON AVE,34.013515,-118.407985
3841 WESTWOOD BLVD,34.015996,-118.408965
4154 DUQUESNE AVE,34.019376,-118.392487
4190 LINCOLN AVE,34.018024,-118.392099
4040 LA SALLE AVE,34.018395,-118.397138
4130 KEYSTONE AVE,34.014003,-118.400934
4055 MADISON AVE,34.01863,-118.396334
5438 KINSTON AVE,34.001061,-118.393121
4263 SAWTELLE BLVD,34.002791,-118.413068
3834 WESTWOOD BLVD,34.016231,-118.408541
3856 HURON AVE,34.013596,-118.412644
4150 JASMINE AVE,34.017121,-118.397613
3111 SUMMERTIME LN,34.004825,-118.389992
4163 LINCOLN AVE,34.017993,-118.393096
4023 WADE ST,33.99651,-118.434318
11027 CULVER BLVD,34.008089,-118.407685
4132 IRVING PL,34.02139,-118.391883
5000 MAYTIME LN,34.003108,-118.390944
4235 BALDWIN AVE,34.014679,-118.392999
4034 MADISON AVE,34.019281,-118.396678
3858 SAWTELLE BLVD,34.009971,-118.418335
4287 JACKSON AVE,34.012542,-118.392841
6275 CANTERBURY DR,33.982025,-118.385228
4038 WADE ST,33.996271,-118.434285
3620 WESLEY ST,34.024047,-118.384794
4842 HOLLOW CORNER RD,34.006339,-118.389679
5188 EMPORIA AVE,33.991255,-118.405959
3903 CAROL CT,34.016099,-118.37902
7309 RAINTREE CIR,34.008033,-118.390638
6050 CANTERBURY DR,33.983464,-118.382355
3573 HELMS AVE,34.025196,-118.384029
3149 REID AVE,34.028609,-118.376576
5206 EMPORIA AVE,33.991093,-118.405692
3957 HURON AVE,34.011603,-118.411558
3548 WESLEY ST,34.025966,-118.384296
4522 HUNTLEY AVE,33.999997,-118.405391
3404 CATTARAUGUS AVE,34.028948,-118.380235
3004 SENTNEY AVE,34.030168,-118.375575
1118 RAINTREE CIR,34.009486,-118.389609
2305 SUMMERTIME LN,34.005452,-118.390943
5001 STONEY CREEK RD,34.005577,-118.389442
4608 MAYTIME LN,34.004264,-118.392159
5321 RAINTREE CIR,34.008677,-118.390053
4165 ELENDA ST,34.010268,-118.40631
3830 WESTWOOD BLVD,34.016376,-118.408621
11078 CULVER BLVD,34.007024,-118.407605
11522 SEGRELL WAY,33.989867,-118.397741
4024 LINCOLN AVE,34.020199,-118.396152
4151 MADISON AVE,34.017392,-118.394125
4162 LAFAYETTE PL,34.020044,-118.391751
11084 CULVER BLVD,34.006957,-118.407726
4164 DUQUESNE AVE,34.019326,-118.392182
10962 CULVER BLVD,34.008962,-118.40605
4164 LAFAYETTE PL,34.020059,-118.391555
6000 CANTERBURY DR,33.984158,-118.381973
3916 PROSPECT AVE,34.013404,-118.410672
6225 CANTERBURY DR,33.982275,-118.384733
3430 CATTARAUGUS AVE,34.028255,-118.379869
10958 VENICE BLVD,34.014719,-118.413353
11364 VENICE BLVD,34.010475,-118.420929
5101 GASLIGHT LN,34.007316,-118.388908
6275 CANTERBURY DR,33.982025,-118.385228
4180 JASMINE AVE,34.016399,-118.397098
6174 BUCKINGHAM PKWY,33.983251,-118.3844
6151 CANTERBURY DR,33.983256,-118.383459
5651 SUMNER WAY,33.984788,-118.383225
6050 CANTERBURY DR,33.983464,-118.382355
6199 CANTERBURY DR,33.982843,-118.384208
6151 CANTERBURY DR,33.983256,-118.383459
10418 CULVER BLVD,34.016043,-118.40027
10406 CULVER BLVD,34.016157,-118.400177
12556 WASHINGTON BLVD,33.996613,-118.431412
3800 ALBRIGHT AVE,34.01073,-118.42036
3570 WESLEY ST,34.025368,-118.384486
7104 RAINTREE CIR,34.008178,-118.390542
10748 FARRAGUT DR,34.008522,-118.399194
9042 CARSON ST,34.022437,-118.38753
6215 GREEN VALLEY CIR,33.98131,-118.385746
4505 JASMINE AVE,34.009041,-118.393477
5710 SAWTELLE BLVD,33.995012,-118.393123
10752 NORTHGATE ST,34.00076,-118.389201
10705 HEPBURN CIR,34.014468,-118.404988
3317 FAY AVE,34.030116,-118.38016
4350 ELENDA ST,34.008633,-118.402843
4225 BALDWIN AVE,34.014824,-118.393279
11260 OVERLAND AVE,33.994095,-118.389058
4205 MCCONNELL BLVD,33.993873,-118.433212
6385 GREEN VALLEY CIR,33.980523,-118.38676
6545 GREEN VALLEY CIR,33.979804,-118.38649
4035 LAFAYETTE PL,34.021357,-118.394893
5108 MAYTIME LN,34.0028,-118.390772
4921 INDIAN WOOD RD,34.005972,-118.390629
11102 WAGNER ST,34.006157,-118.407209
5332 MESMER AVE,33.989355,-118.405738
4170 MADISON AVE,34.017513,-118.393257
4109 CHARLES AVE,34.010699,-118.408556
10947 FAIRBANKS WAY,34.001536,-118.397068
5020 CASCADE CT,34.009617,-118.388165
4145 IRVING PL,34.020742,-118.391802
10824 ARIZONA AVE,34.01353,-118.406662
5651 WINDSOR WAY,33.985817,-118.382628
5023 MAYTIME LN,34.002784,-118.391216
8951 HUBBARD ST,34.024654,-118.387786
11310 SUMMERTIME LN,34.005246,-118.392026
"4180, 4182 IRVING PL",33.998214,-118.394059
5024 CASCADE CT,34.009478,-118.388216
5208 SUMMERTIME LN,34.004563,-118.390867
4240 DUQUESNE AVE,34.018112,-118.390338
5912 STONEVIEW DR,34.014735,-118.375325
3843 TILDEN AVE,34.013234,-118.414162
4320 VINTON AVE,34.012805,-118.394848
8112 SUMMERTIME LN,34.005702,-118.391633
2109 SUMMERTIME LN,34.005562,-118.390971
8210 SUMMERTIME LN,34.005573,-118.391753
3552 HELMS AVE,34.025741,-118.383377
4632 MAYTIME LN,34.004413,-118.392126
4148 BALDWIN AVE,34.016361,-118.394907
4205 LINCOLN AVE,34.017472,-118.392086
5729 CANTERBURY DR,33.987945,-118.380173
5011 STONEY CREEK RD,34.006465,-118.388935
6250 BUCKINGHAM PKWY,33.982556,-118.385453
3934 BENTLEY AVE,34.011148,-118.413582
3414 FAY AVE,34.028968,-118.379137
8809 WASHINGTON BLVD,34.02837,-118.387366
4039 LINCOLN AVE,34.019448,-118.396136
3944-46 HURON AVE,34.012086,-118.411283
3971 SAWTELLE BLVD,34.007732,-118.417215
10760 NORTHGATE ST,34.000794,-118.389479
4236 MILDRED AVE,33.993167,-118.431405
4026 BERRYMAN AVE,34.004827,-118.419042
4393 MOTOR AVE,34.01032,-118.394491
3938 SAWTELLE BLVD,34.00878,-118.417375
4166 JASMINE AVE,34.016732,-118.397396
4117 HUNTLEY AVE,34.004393,-118.413778
4838 HOLLOW CORNER RD,34.006954,-118.389522
4237 LA SALLE AVE,34.015551,-118.392376
6605 GREEN VALLEY CIR,33.978718,-118.385885
4824 HOLLOW CORNER RD,34.006863,-118.39072
4919 INDIAN WOOD RD,34.00608,-118.390782
9944 FARRAGUT DR,34.017157,-118.39232
4190 BALDWIN AVE,34.015687,-118.393841
4114 ALBRIGHT AVE,34.004255,-118.415458
3549 HELMS AVE,34.025933,-118.383896
3404 MCMANUS AVE,34.029414,-118.37839
4818 HOLLOW CORNER RD,34.007254,-118.390475
11114 MCDONALD ST,33.99753,-118.401169
11261 SEGRELL WAY,33.993625,-118.39686
10022 CULVER BLVD,34.020071,-118.397202
4124 BALDWIN AVE,34.016668,-118.395634
3127 REID AVE,34.029079,-118.376756
3949 BENTLEY AVE,34.010683,-118.413916
6275 CANTERBURY DR,33.982025,-118.385228
5709 CANTERBURY DR,33.987779,-118.380003
3429 CATTARAUGUS AVE,34.028114,-118.380404
12510 WASHINGTON PL,33.998223,-118.432208
3438 SHERBOURNE DR,34.027796,-118.380702
4046 TILDEN AVE,34.009534,-118.410104
6311 SUMMERTIME LN,34.005045,-118.390959
5551 KINSTON AVE,33.999659,-118.393039
4204 DUQUESNE AVE,34.018812,-118.391157
3206 RAINTREE CIR,34.009451,-118.389997
4118-4120 LINCOLN AVE,34.01902,-118.394081
12303 WASHINGTON BLVD,33.997334,-118.426939
4125 DUQUESNE AVE,34.019407,-118.393582
3349 CATTARAUGUS AVE,34.029037,-118.380757
5111 RAINTREE CIR,34.009025,-118.390496
3530 HELMS AVE,34.026338,-118.383187
3852 COLLEGE AVE,34.014745,-118.410734
5256 EMPORIA AVE,33.990688,-118.405026
4307 RAINTREE CIR,34.008464,-118.389495
3971 HURON AVE,34.011157,-118.411457
10834 OREGON AVE,34.013774,-118.407341
5900 CANTERBURY DR,33.986418,-118.380761
5416 KINSTON AVE,34.001291,-118.393302
9520 FARRAGUT DR,34.020505,-118.389784
6174 BUCKINGHAM PKWY,33.983251,-118.3844
3113 ROBERTS AVE,34.030741,-118.378308
6305 GREEN VALLEY CIR,33.98098,-118.385602
4145 MILTON AVE,34.00979,-118.407879
4019 CENTINELA AVE,33.998629,-118.429986
6525 GREEN VALLEY CIR,33.979298,-118.385952
4419 VINTON AVE,34.010268,-118.393576
5248 BERRYMAN AVE,33.993096,-118.401688
5399 DOBSON WAY,33.99917,-118.395779
5153 PICKFORD WAY,34.004308,-118.395165
8945 KRUEGER ST,34.025282,-118.388498
4160 MILDRED AVE,33.995159,-118.431692
5604 KINSTON AVE,33.99956,-118.391983
5021 BUTTERFIELD CT,34.010076,-118.388156
4836 HOLLOW CORNER RD,34.00647,-118.389537
5651 SUMNER WAY,33.984788,-118.383225
3857 HURON AVE,34.013266,-118.413157
4070 MADISON AVE,34.018807,-118.395478
3111 RAINTREE CIR,34.009364,-118.390342
3827 SPAD PL,34.016097,-118.409863
5169 KAREN CIR,34.000598,-118.399993
10945 WAGNER ST,34.008482,-118.405964
3532 HELMS AVE,34.026219,-118.383225
6405 GREEN VALLEY CIR,33.980434,-118.385515
8419 HANNUM AVE,33.99011,-118.392617
3579 SCHAEFER ST,34.025008,-118.3832
4015 JACKSON AVE,34.018292,-118.398204
4177 JASMINE AVE,34.016145,-118.397461
4222 VAN BUREN PL,34.020368,-118.387169
2102 SUMMERTIME LN,34.005338,-118.390611
5900 CANTERBURY DR,33.986418,-118.380761
11471 CULVER PARK DR,33.99073,-118.398653
6050 CANTERBURY DR,33.983464,-118.382355
3211 RAINTREE CIR,34.009386,-118.39003
4069 COOLIDGE AVE,34.003144,-118.41941
5108 GASLIGHT LN,34.007406,-118.388514
4066 MINERVA AVE,34.00432,-118.417575
4106 SUMMERTIME LN,34.004355,-118.390227
5212 RAINTREE CIR,34.00874,-118.390586
4021 DUQUESNE AVE,34.020572,-118.396029
4025 DUQUESNE AVE,34.0205,-118.395889
6315 GREEN VALLEY CIR,33.980735,-118.385537
11104 SUMMERTIME LN,34.005179,-118.392178
11170 WESTWOOD BLVD,33.999902,-118.39827
5463 KINSTON AVE,34.000476,-118.393649
6250 BUCKINGHAM PKWY,33.982556,-118.385453
5721 EL RINCON WAY,33.995439,-118.389403
4022 MOORE ST,33.995056,-118.43716
4154 MADISON AVE,34.017822,-118.393611
